student_id,first_name,middle_name,last_name,gender,date_of_birth,admission_date,class_level,study_group,attendance,disciplinary_count,suspension_count,family_income_level,daily_study_hours,daily_gaming_hours,computers_at_home,smartphone,has_job,mother_occupation,father_occupation,Agriculture,Geography,French,Economics,Biology,Igbo,History,Physics,Chemistry,Further Mathematics,Civic Education,Computer Science,Hausa,English Language,Government,Mathematics,Yoruba,Literature in English
ALA-20240903113,Fatima,Chibuike,Nwosu,F,2009-06-22,2024-09-03,10,Science,93.6,1,0,Upper Middle,1-2 Hours,2-3 Hours,1,Yes,No,At home,Plumber,100,83,,,100,,,100,0,96,,100,,64,,43,,
ALA-20240727114,Temitope,Chioma,Olanrewaju,M,2008-12-31,2024-07-27,10,Arts,89.6,2,0,Low,2-3 Hours,More than 3 hours,0,Yes,No,Journalist,Professor,100,,31,30,,,100,,,,100,,10,100,100,72,,100
ALA-20240816115,Babatunde,Chioma,Adeyemi,M,2009-09-05,2024-08-16,10,Arts,84.3,0,0,High,2-3 Hours,2-3 Hours,2,Yes,No,At home,Security Guard,90,,,100,,100,100,,,,88,,90,86,100,40,,45
ALA-20240912116,Adenike,Emeka,Okoye,F,2009-10-23,2024-09-12,10,Arts,88.1,0,0,Upper Middle,0-1 Hour,0-1 Hour,3,Yes,No,Nurse,Journalist,100,,53,57,,,93,,,,78,,,96,89,100,,71
ALA-20240801117,Victor,Chima,Usman,M,2008-06-01,2024-08-01,10,Arts,90.8,0,0,Low,More than 3 hours,2-3 Hours,0,Yes,No,At home,Fisherman,99,,,26,,,100,,,,100,,,68,44,100,,100
ALA-20240717118,Tunde,Emeka,Yusuf,M,2011-06-02,2024-07-17,10,Science,92.9,1,0,Upper Middle,1-2 Hours,2-3 Hours,2,Yes,No,Barber/Hairdresser,Plumber,100,63,,,41,,,5,75,96,,100,,100,,86,,
ALA-20240718119,Temitope,Chioma,Okafor,M,2010-04-04,2024-07-18,10,Arts,75.4,0,0,Upper Middle,2-3 Hours,2-3 Hours,3,Yes,No,Architect,Farmer,100,,44,43,,,100,,,,53,,,97,43,96,49,100
ALA-20240920120,Grace,Chima,Ismail,F,2010-01-04,2024-09-20,10,Arts,92.4,0,0,Low,1-2 Hours,0-1 Hour,2,Yes,No,Musician,Painter,36,,,67,,,97,,,,100,,,88,100,95,93,93
ALA-20240708121,Chinua,,Ahmed,M,2009-02-28,2024-07-08,10,Arts,84.4,0,0,Lower Middle,1-2 Hours,2-3 Hours,1,Yes,No,Banker,Engineer,33,,94,63,,100,32,,,,17,,,60,64,100,,57
ALA-20240923122,Ngozi,Chioma,Hassan,F,2011-01-30,2024-09-23,10,Arts,95.1,0,0,Lower Middle,2-3 Hours,0-1 Hour,2,No,No,Journalist,Architect,79,,100,69,,100,91,,,,100,,64,84,100,91,,50
ALA-20240921123,Ebele,,Abubakar,F,2011-07-24,2024-09-21,10,Arts,91.9,3,1,High,1-2 Hours,0-1 Hour,3,No,No,At home,Banker,81,,,51,,,100,,,,93,,,100,55,83,,100
ALA-20240723124,Oluwaseyi,,Nwosu,F,2009-12-07,2024-07-23,10,Science,91.9,0,0,Low,2-3 Hours,1-2 Hours,2,Yes,No,At home,Engineer,45,50,,,91,,,100,52,54,,60,,41,,73,,
ALA-20240728125,Emmanuel,Abdul,Abdullahi,M,2010-06-07,2024-07-28,10,Arts,88.4,0,0,Low,2-3 Hours,1-2 Hours,2,Yes,No,At home,Farmer,81,,100,79,,78,100,,,,21,,58,100,37,74,,71
ALA-20240831126,Funmilayo,Bello,Eze,F,2010-09-25,2024-08-31,10,Science,85.8,0,0,Low,1-2 Hours,1-2 Hours,3,Yes,No,Banker,Accountant,100,100,,,55,,,100,100,65,,47,,67,,51,,
ALA-20240910127,Halima,,Ibrahim,F,2009-10-13,2024-09-10,10,Science,94.8,0,0,Low,1-2 Hours,0-1 Hour,2,Yes,No,Carpenter,Doctor,94,41,,,100,,,57,100,100,,100,,100,,100,,
ALA-20240905128,Adenike,Bello,Adekunle,F,2009-11-23,2024-09-05,10,Arts,79.8,1,0,Low,More than 3 hours,2-3 Hours,2,Yes,No,At home,Pastor/Imam,100,,,42,,,94,,,,70,,29,100,61,92,,88
ALA-20240908129,Oluwakemi,,Abdullahi,F,2010-05-23,2024-09-08,10,Science,93.2,1,1,High,1-2 Hours,0-1 Hour,0,Yes,No,IT Specialist,Electrician,97,65,,,77,,,71,95,68,,100,,45,,94,,
ALA-20240711130,Bunmi,,Olanrewaju,F,2009-06-01,2024-07-11,10,Science,98.0,1,0,Upper Middle,0-1 Hour,1-2 Hours,4,Yes,No,At home,Banker,71,75,,,100,,,100,100,76,,100,,78,,79,,
ALA-20240901131,Bunmi,Abdul,Lawal,F,2008-06-11,2024-09-01,10,Science,97.2,0,0,Lower Middle,More than 3 hours,0-1 Hour,2,Yes,No,At home,Pastor/Imam,100,100,,,22,,,100,97,88,,100,,75,,100,,
ALA-20240825132,Obinna,Chinwe,Adeyemi,M,2010-06-09,2024-08-25,10,Science,91.3,0,0,Upper Middle,1-2 Hours,1-2 Hours,2,Yes,No,At home,Teacher,13,93,,,100,,,20,100,8,,60,,92,,7,,
ALA-20240911133,Hadiza,Oluseyi,Lawal,F,2009-08-09,2024-09-11,10,Arts,76.3,1,0,Upper Middle,1-2 Hours,1-2 Hours,0,Yes,No,At home,Farmer,100,,,100,,,100,,,,100,,,100,71,42,43,44
ALA-20240917134,Obinna,Chioma,Yusuf,M,2011-02-09,2024-09-17,10,Science,87.9,0,0,Lower Middle,2-3 Hours,1-2 Hours,2,Yes,No,Banker,At home,100,100,,,70,,,100,80,100,,0,,57,,100,,
ALA-20240807135,Adebayo,Abdul,Njoku,M,2009-10-03,2024-08-07,10,Science,88.8,2,0,Low,2-3 Hours,More than 3 hours,3,No,No,Pastor/Imam,Painter,26,100,,,69,,,58,78,78,,67,,100,,100,,
ALA-20240925136,Temitope,,Adegoke,M,2010-05-28,2024-09-25,10,Science,90.9,0,0,Low,2-3 Hours,0-1 Hour,2,Yes,No,IT Specialist,Chef,11,100,,,94,,,74,100,90,,84,,15,,70,,
ALA-20240813137,Chiamaka,Ola,Ahmed,F,2008-07-07,2024-08-13,10,Science,83.2,0,0,Lower Middle,1-2 Hours,0-1 Hour,0,Yes,No,Plumber,Accountant,79,79,,,92,,,10,47,100,,100,,96,,46,,
ALA-20240812138,Precious,,Ahmed,F,2010-11-17,2024-08-12,10,Arts,90.6,0,0,Lower Middle,1-2 Hours,1-2 Hours,1,Yes,No,At home,Business Owner,31,,,59,,,100,,,,66,,,93,14,19,,100
ALA-20240803139,Abdul,Bello,Ahmed,M,2008-09-28,2024-08-03,10,Science,87.3,0,0,Lower Middle,1-2 Hours,2-3 Hours,0,No,No,Cleaner,Cleaner,70,100,,,51,,,84,86,100,,100,,80,,9,,
ALA-20240725140,Chioma,Chibuike,Okafor,F,2008-08-23,2024-07-25,10,Arts,88.3,0,0,Low,1-2 Hours,2-3 Hours,2,Yes,No,Pharmacist,Pastor/Imam,100,,,59,,,100,,,,100,,79,61,100,84,,56
ALA-20240722141,Onyeka,Chukwu,Ahmed,M,2008-03-08,2024-07-22,10,Arts,93.8,0,0,High,1-2 Hours,1-2 Hours,2,No,No,Tailor,Sales Representative,53,,,91,,,100,,,,84,,81,19,54,61,,99
ALA-20240806142,Samuel,Tunde,Yusuf,M,2008-04-27,2024-08-06,10,Science,90.8,0,0,High,2-3 Hours,More than 3 hours,1,Yes,No,Restaurant Owner,Doctor,0,82,,,56,,,96,88,75,,63,,73,,23,,
ALA-20240821143,Victor,,Abdullahi,M,2009-10-21,2024-08-21,10,Science,84.2,0,0,High,0-1 Hour,0-1 Hour,1,Yes,No,IT Specialist,Tailor,86,77,,,100,,,100,0,95,,63,,91,,70,,
ALA-20240906144,Hadiza,Chinwe,Okoye,F,2008-06-16,2024-09-06,10,Science,83.9,0,0,High,0-1 Hour,1-2 Hours,1,Yes,No,At home,Doctor,100,21,,,87,,,28,100,92,,55,,88,,27,,
ALA-20240806145,Omolara,,Ismail,F,2009-08-15,2024-08-06,10,Science,81.0,0,0,Upper Middle,More than 3 hours,0-1 Hour,2,No,No,Barber/Hairdresser,Doctor,61,100,,,0,,,100,100,88,,62,,99,,78,,
ALA-20240827146,Folake,Onyeka,Afolabi,F,2009-10-17,2024-08-27,10,Arts,88.3,1,0,Lower Middle,More than 3 hours,2-3 Hours,3,Yes,No,Security Guard,Security Guard,100,,,100,,,100,,,,58,,15,29,99,81,100,81
ALA-20240817147,Damilola,Chidi,Abdullahi,M,2009-01-03,2024-08-17,10,Science,86.8,0,0,Upper Middle,0-1 Hour,2-3 Hours,4,Yes,No,Barber/Hairdresser,Store Manager,49,0,,,100,,,55,94,62,,15,,71,,71,,
ALA-20240711148,Ibrahim,Chibuike,Nwachukwu,M,2010-05-16,2024-07-11,10,Science,92.1,3,0,Lower Middle,0-1 Hour,More than 3 hours,0,Yes,No,At home,Business Owner,75,85,,,100,,,100,63,100,,100,,0,,100,,
ALA-20240903149,Olufemi,Ade,Lawal,M,2008-01-09,2024-09-03,10,Arts,88.5,0,0,Lower Middle,1-2 Hours,0-1 Hour,1,Yes,No,Banker,Sales Representative,98,,,100,,100,93,,,,100,,82,100,100,46,31,100
ALA-20240914150,Bunmi,Tunde,Musa,F,2011-11-07,2024-09-14,10,Arts,89.9,1,0,High,0-1 Hour,2-3 Hours,1,Yes,No,IT Specialist,Police Officer,100,,,100,,,100,,,,100,,100,41,98,91,33,72
ALA-20240914151,Damilola,,Lawal,M,2009-11-25,2024-09-14,10,Science,92.7,2,1,Lower Middle,1-2 Hours,More than 3 hours,2,Yes,No,Restaurant Owner,Banker,100,100,,,83,,,100,90,23,,54,,100,,17,,
ALA-20240728152,Folake,Oluwafemi,Okoro,F,2009-08-29,2024-07-28,10,Arts,90.2,1,1,Low,0-1 Hour,0-1 Hour,2,Yes,No,Lawyer,Market Trader,84,,,78,,45,14,,,,80,,,53,100,100,,100
ALA-20240702153,Hadiza,Chima,Musa,F,2008-12-16,2024-07-02,10,Arts,88.4,0,0,High,1-2 Hours,0-1 Hour,1,Yes,No,At home,Real Estate Agent,26,,,100,,,100,,,,67,,0,100,100,9,,14
ALA-20240911154,Maryam,Onyeka,Chukwu,F,2009-02-18,2024-09-11,10,Arts,84.1,1,0,Lower Middle,2-3 Hours,0-1 Hour,4,Yes,No,Mechanic,Sales Representative,100,,,100,,91,2,,,,78,,56,57,84,61,,95
ALA-20240721155,Oluwakemi,Emeka,Yusuf,F,2011-08-14,2024-07-21,10,Arts,81.8,0,0,Upper Middle,1-2 Hours,2-3 Hours,1,Yes,No,Engineer,Artist,11,,48,100,,87,93,,,,22,,13,95,86,100,80,100
ALA-20240706156,Chukwudi,Bello,Adewale,M,2008-03-21,2024-07-06,10,Arts,92.0,0,0,Lower Middle,2-3 Hours,0-1 Hour,3,Yes,No,At home,Secretary,100,,,63,,,100,,,,90,,,100,100,91,100,26
ALA-20240922157,Chinedu,Onyeka,Usman,M,2010-04-20,2024-09-22,10,Arts,87.9,0,0,Low,0-1 Hour,0-1 Hour,1,Yes,No,Security Guard,Doctor,39,,,100,,,75,,,,0,,,74,100,64,,26
ALA-20240922158,Chinyere,Ola,Aliyu,F,2008-10-18,2024-09-22,10,Science,90.3,1,0,Lower Middle,0-1 Hour,More than 3 hours,4,Yes,No,At home,At home,57,5,,,69,,,100,48,99,,48,,55,,79,,
ALA-20240713159,Funmilayo,Abdul,Nwankwo,F,2010-01-18,2024-07-13,10,Science,78.7,0,0,Low,1-2 Hours,1-2 Hours,0,No,No,Contractor,Farmer,100,48,,,85,,,64,45,68,,57,,57,,84,,
ALA-20240728160,Olabisi,Folake,Mohammed,F,2006-03-02,2024-07-28,10,Arts,91.5,1,0,Lower Middle,2-3 Hours,0-1 Hour,4,Yes,No,Barber/Hairdresser,Pharmacist,60,,,90,,,56,,,,100,,,48,0,83,,51
ALA-20240831161,Samuel,Ngozi,Abubakar,M,2009-06-10,2024-08-31,10,Arts,90.8,3,0,Lower Middle,More than 3 hours,1-2 Hours,2,Yes,No,Artist,At home,0,,,100,,0,94,,,,45,,,100,79,100,,52
ALA-20240826162,Kayode,Chibuike,Onwuka,M,2007-01-14,2024-08-26,10,Arts,86.9,1,0,Lower Middle,0-1 Hour,1-2 Hours,0,Yes,No,At home,Chef,88,,,56,,,67,,,,100,,,78,100,100,,55
ALA-20240803163,Chinyere,Ade,Adegoke,F,2010-11-27,2024-08-03,10,Science,83.6,0,0,Lower Middle,1-2 Hours,0-1 Hour,2,Yes,No,Pharmacist,Secretary,46,14,,,98,,,100,100,96,,5,,100,,82,,
ALA-20240821164,Amina,Emeka,Nwachukwu,F,2011-12-26,2024-08-21,10,Arts,93.7,0,0,High,1-2 Hours,2-3 Hours,1,Yes,No,Mechanic,Painter,70,,,61,,,100,,,,69,,68,100,100,75,,82
ALA-20240708165,Kelechi,Bello,Okoye,M,2008-02-12,2024-07-08,10,Arts,83.3,3,0,Upper Middle,1-2 Hours,2-3 Hours,1,Yes,No,At home,Painter,100,,86,85,,,70,,,,100,,,38,100,100,,18
ALA-20240717166,Gbenga,,Nwankwo,M,2008-12-16,2024-07-17,10,Arts,88.3,0,0,Lower Middle,0-1 Hour,0-1 Hour,3,No,No,Business Owner,Restaurant Owner,58,,,62,,,100,,,,100,,,9,39,78,96,89
ALA-20240727167,Amina,Folake,Adegoke,F,2010-10-13,2024-07-27,10,Arts,90.4,0,0,Upper Middle,More than 3 hours,0-1 Hour,1,Yes,No,Restaurant Owner,Security Guard,55,,100,65,,78,72,,,,100,,,100,100,93,,59
ALA-20240924168,Temitope,Folake,Adebayo,M,2008-11-22,2024-09-24,10,Science,87.1,0,0,Low,1-2 Hours,1-2 Hours,4,Yes,No,At home,Plumber,100,35,,,100,,,100,100,68,,100,,55,,100,,
ALA-20240821169,Grace,,Bello,F,2009-08-24,2024-08-21,10,Arts,79.9,0,0,Upper Middle,1-2 Hours,2-3 Hours,1,Yes,No,Real Estate Agent,At home,91,,36,66,,5,100,,,,67,,,100,35,100,100,17
ALA-20240725170,Bunmi,Oluseyi,Mohammed,F,2008-04-02,2024-07-25,10,Science,81.6,0,0,Lower Middle,1-2 Hours,1-2 Hours,0,No,No,Accountant,Musician,83,0,,,16,,,86,50,61,,53,,31,,63,,
ALA-20240711171,Adekunle,,Nwachukwu,M,2009-02-27,2024-07-11,10,Science,92.3,0,0,Lower Middle,0-1 Hour,0-1 Hour,2,Yes,No,At home,Civil Servant,90,100,,,100,,,88,100,98,,60,,100,,33,,
ALA-20240710172,Ibrahim,Abiodun,Okonkwo,M,2011-07-18,2024-07-10,10,Science,84.6,0,0,Low,1-2 Hours,0-1 Hour,1,Yes,No,Teacher,Musician,100,35,,,36,,,38,49,63,,50,,100,,100,,
ALA-20240929173,Khadija,Abdul,Lawal,F,2009-06-01,2024-09-29,10,Science,91.1,0,0,Low,1-2 Hours,2-3 Hours,0,Yes,No,Construction Worker,Carpenter,77,77,,,60,,,67,92,69,,98,,100,,100,,
ALA-20240809174,Victor,Chinwe,Nwankwo,M,2008-04-26,2024-08-09,10,Arts,86.9,1,0,Upper Middle,2-3 Hours,0-1 Hour,0,Yes,No,Civil Servant,Teacher,64,,41,82,,,51,,,,100,,,100,68,79,,46
ALA-20240830175,Khadija,Onyeka,Amadi,F,2009-07-11,2024-08-30,10,Science,85.3,2,0,Low,2-3 Hours,1-2 Hours,1,Yes,No,Barber/Hairdresser,Carpenter,39,60,,,100,,,63,100,43,,60,,100,,75,,
ALA-20240912176,Chinyere,Folake,Ibrahim,F,2011-03-23,2024-09-12,10,Science,87.4,1,0,Upper Middle,1-2 Hours,0-1 Hour,1,Yes,No,Store Manager,Business Owner,54,100,,,80,,,100,61,52,,83,,100,,50,,
ALA-20240912177,Olusegun,Chioma,Nwachukwu,M,2008-02-02,2024-09-12,10,Science,89.8,0,0,Upper Middle,1-2 Hours,0-1 Hour,2,Yes,No,At home,Market Trader,35,70,,,0,,,39,48,100,,100,,16,,94,,
ALA-20240926178,Bunmi,Oluseyi,Abdullahi,F,2011-09-22,2024-09-26,10,Arts,91.1,1,0,Upper Middle,2-3 Hours,0-1 Hour,2,Yes,No,Artist,Shopkeeper,35,,,74,,,77,,,,74,,,54,0,100,,48
ALA-20240930179,Damilola,,Afolabi,M,2010-04-10,2024-09-30,10,Science,85.9,0,0,Lower Middle,2-3 Hours,2-3 Hours,2,Yes,No,Tailor,Professor,100,100,,,100,,,100,10,50,,100,,92,,83,,
ALA-20240829180,Chinyere,Bello,Eze,F,2010-11-21,2024-08-29,10,Arts,93.8,1,0,Low,1-2 Hours,0-1 Hour,1,Yes,No,Pastor/Imam,Civil Servant,84,,,100,,,100,,,,51,,,78,100,100,,88
ALA-20240906181,Victoria,,Ahmed,F,2009-11-30,2024-09-06,10,Science,85.3,2,0,Lower Middle,1-2 Hours,1-2 Hours,0,Yes,No,Carpenter,Architect,70,62,,,72,,,56,46,35,,43,,25,,100,,
ALA-20240827182,Ikenna,Abiodun,Ismail,M,2008-04-04,2024-08-27,10,Science,90.2,0,0,Lower Middle,1-2 Hours,0-1 Hour,1,No,No,Business Owner,Secretary,0,100,,,78,,,62,0,100,,100,,98,,100,,
ALA-20240921183,Oluwaseun,Adewale,Aliyu,M,2008-01-25,2024-09-21,10,Arts,80.8,0,0,Upper Middle,2-3 Hours,0-1 Hour,2,Yes,No,Mechanic,IT Specialist,100,,,100,,,77,,,,100,,,45,58,100,,89
ALA-20240910184,Chidi,Ola,Eze,M,2011-05-22,2024-09-10,10,Science,82.0,1,0,Upper Middle,1-2 Hours,0-1 Hour,3,Yes,No,Banker,Contractor,81,17,,,100,,,0,100,86,,95,,44,,54,,
ALA-20240701185,Obinna,Chioma,Ogunleye,M,2010-04-13,2024-07-01,10,Science,87.3,0,0,High,1-2 Hours,0-1 Hour,1,Yes,No,Lawyer,Engineer,3,54,,,100,,,100,67,100,,100,,93,,71,,
ALA-20240818186,Bisi,Chidi,Oluwaseun,F,2011-02-17,2024-08-18,10,Arts,91.6,0,0,Upper Middle,0-1 Hour,1-2 Hours,1,Yes,No,Electrician,Engineer,20,,,54,,23,82,,,,100,,,69,65,100,96,100
ALA-20240711187,Idris,,Nwachukwu,M,2006-09-15,2024-07-11,10,Science,94.2,0,0,High,2-3 Hours,More than 3 hours,2,Yes,No,Chef,Shopkeeper,66,73,,,100,,,100,64,73,,14,,16,,72,,
ALA-20240815188,Segun,Chukwu,Ismail,M,2008-05-31,2024-08-15,10,Science,86.6,1,0,Upper Middle,0-1 Hour,0-1 Hour,1,Yes,No,Business Owner,At home,86,95,,,88,,,85,100,68,,100,,33,,53,,
ALA-20240726189,Chinwe,Chima,Chukwuma,F,2010-02-13,2024-07-26,10,Science,86.1,0,0,Low,1-2 Hours,0-1 Hour,1,Yes,No,Architect,Architect,100,32,,,100,,,86,100,100,,89,,74,,100,,
ALA-20240706190,Adewale,,Adeyemi,M,2011-03-02,2024-07-06,10,Science,94.9,0,0,Low,0-1 Hour,1-2 Hours,1,Yes,No,Real Estate Agent,IT Specialist,35,81,,,100,,,71,100,100,,46,,92,,79,,
ALA-20240828191,Ibrahim,,Amadi,M,2009-03-23,2024-08-28,10,Arts,89.3,0,0,High,1-2 Hours,0-1 Hour,0,Yes,No,At home,Doctor,0,,,62,,96,75,,,,84,,,79,78,60,,49
ALA-20240919192,Chinua,Bello,Adewale,M,2008-10-06,2024-09-19,10,Science,87.5,2,0,Low,1-2 Hours,0-1 Hour,2,Yes,No,Journalist,Sales Representative,100,48,,,64,,,96,75,87,,83,,60,,100,,
ALA-20240930193,Temitayo,,Ogunleye,F,2009-05-22,2024-09-30,10,Science,84.8,0,0,Upper Middle,1-2 Hours,0-1 Hour,2,Yes,No,Professor,Banker,64,99,,,100,,,53,98,43,,100,,96,,92,,
ALA-20240814194,Oluwaseyi,,Amadi,F,2011-10-30,2024-08-14,10,Science,83.8,1,0,Upper Middle,2-3 Hours,0-1 Hour,1,Yes,No,At home,Teacher,63,51,,,46,,,38,57,74,,68,,100,,18,,
ALA-20240913195,Yusuf,,Ahmed,M,2011-05-30,2024-09-13,10,Arts,89.8,0,0,Low,1-2 Hours,More than 3 hours,1,Yes,No,At home,Electrician,66,,,44,,,100,,,,100,,,100,93,100,100,100
ALA-20240801196,Maryam,Chukwu,Obasanjo,F,2009-12-03,2024-08-01,10,Arts,93.1,0,0,Low,0-1 Hour,More than 3 hours,2,Yes,No,Painter,Journalist,33,,100,0,,100,100,,,,79,,,100,98,100,,100
ALA-20240918197,Ogechi,,Adekunle,F,2008-06-23,2024-09-18,10,Arts,93.8,1,1,Lower Middle,More than 3 hours,2-3 Hours,2,No,No,Shopkeeper,At home,84,,,100,,76,100,,,,99,,,100,88,100,,57
ALA-20240829198,Victoria,Folake,Abubakar,F,2011-08-06,2024-08-29,10,Science,93.6,1,0,Upper Middle,0-1 Hour,2-3 Hours,1,Yes,No,At home,Pharmacist,100,81,,,52,,,52,96,90,,100,,96,,100,,
ALA-20240806199,Mohammed,Abiodun,Eze,M,2010-12-31,2024-08-06,10,Science,94.0,1,0,High,1-2 Hours,1-2 Hours,2,Yes,No,Market Trader,At home,78,33,,,90,,,96,100,54,,100,,100,,57,,
ALA-20240920200,Nneka,,Ogunleye,F,2009-08-13,2024-09-20,10,Science,87.9,0,0,High,2-3 Hours,0-1 Hour,3,Yes,No,Police Officer,Cleaner,100,73,,,13,,,32,100,100,,99,,85,,56,,
ALA-20240902201,Chioma,,Ibrahim,F,2009-04-22,2024-09-02,10,Arts,85.1,2,0,Lower Middle,0-1 Hour,2-3 Hours,1,Yes,No,Real Estate Agent,Nurse,58,,,100,,71,100,,,,100,,53,72,40,100,57,74
ALA-20240823202,Babatunde,,Nduka,M,2009-12-30,2024-08-23,10,Science,82.3,1,0,Lower Middle,1-2 Hours,0-1 Hour,1,Yes,No,At home,Barber/Hairdresser,100,93,,,100,,,100,72,52,,63,,100,,77,,
ALA-20240817203,Olamide,Abdul,Lawal,M,2009-07-09,2024-08-17,10,Arts,86.0,3,0,Lower Middle,0-1 Hour,More than 3 hours,2,Yes,No,Contractor,Tailor,89,,,78,,,65,,,,100,,,70,100,32,,59
ALA-20240927204,Ifeoma,Chioma,Mohammed,F,2009-07-26,2024-09-27,10,Arts,83.4,0,0,Upper Middle,0-1 Hour,More than 3 hours,1,Yes,No,At home,Civil Servant,0,,0,32,,100,100,,,,40,,83,100,100,5,,54
ALA-20240804205,Gbenga,,Obasanjo,M,2008-04-22,2024-08-04,10,Arts,79.5,0,0,Upper Middle,2-3 Hours,0-1 Hour,1,Yes,No,Secretary,Farmer,65,,,49,,100,83,,,,81,,,86,63,95,,60
ALA-20240806206,Emeka,Abdul,Abdullahi,M,2010-04-03,2024-08-06,10,Science,93.9,0,0,Lower Middle,1-2 Hours,0-1 Hour,1,Yes,No,At home,Carpenter,10,100,,,0,,,100,81,6,,57,,66,,82,,
ALA-20240923207,Hadiza,Emeka,Eze,F,2010-10-14,2024-09-23,10,Arts,91.3,1,0,High,More than 3 hours,2-3 Hours,1,Yes,No,Store Manager,Engineer,40,,,100,,,100,,,,100,,,40,89,60,100,89
ALA-20240809208,Idris,Ola,Adeniyi,M,2006-09-11,2024-08-09,10,Science,94.9,1,0,High,1-2 Hours,0-1 Hour,4,Yes,No,Police Officer,Artist,42,92,,,100,,,70,50,27,,43,,19,,100,,
ALA-20240716209,Samuel,Chioma,Chukwu,M,2010-08-07,2024-07-16,10,Arts,87.7,3,0,Low,2-3 Hours,0-1 Hour,1,Yes,No,At home,Driver,28,,100,38,,,100,,,,38,,,70,57,89,100,74
ALA-20240821210,Habiba,Abiodun,Adesina,F,2009-10-25,2024-08-21,10,Arts,83.6,2,0,Low,1-2 Hours,2-3 Hours,3,Yes,No,Farmer,Barber/Hairdresser,67,,,100,,,78,,,,100,,,80,39,67,,100
ALA-20240703211,Temitope,Abdul,Adewale,M,2009-03-21,2024-07-03,10,Science,89.4,0,0,Low,0-1 Hour,0-1 Hour,1,Yes,No,Painter,Journalist,100,75,,,100,,,100,100,100,,65,,99,,70,,
ALA-20240727212,Adewale,Ade,Oludipe,M,2010-09-11,2024-07-27,10,Science,89.1,0,0,Low,0-1 Hour,2-3 Hours,1,No,No,Real Estate Agent,Secretary,15,47,,,66,,,100,100,61,,95,,56,,89,,
ALA-20240825213,Olusegun,Segun,Chukwu,M,2010-09-04,2024-08-25,10,Science,86.5,2,0,Lower Middle,0-1 Hour,0-1 Hour,1,Yes,No,At home,Construction Worker,91,100,,,85,,,54,100,82,,79,,96,,100,,
ALA-20240710214,Samuel,Folake,Eze,M,2010-02-06,2024-07-10,10,Science,90.7,0,0,Low,2-3 Hours,0-1 Hour,0,Yes,No,At home,Contractor,15,67,,,86,,,47,80,85,,80,,90,,87,,
ALA-20240806215,David,,Adesina,M,2010-02-02,2024-08-06,10,Arts,87.5,0,0,Upper Middle,0-1 Hour,1-2 Hours,1,Yes,No,Shopkeeper,Restaurant Owner,45,,,100,,60,70,,,,100,,47,100,14,100,,61
ALA-20240913216,Yusuf,Abiodun,Chukwuma,M,2008-12-17,2024-09-13,10,Arts,92.1,0,0,Low,0-1 Hour,1-2 Hours,1,Yes,No,Doctor,Barber/Hairdresser,14,,,100,,,58,,,,50,,100,71,0,75,11,100
ALA-20240728217,Chinyere,Abiodun,Afolabi,F,2010-01-01,2024-07-28,10,Science,96.3,0,0,Low,1-2 Hours,2-3 Hours,2,Yes,No,At home,Civil Servant,100,85,,,100,,,100,100,100,,87,,87,,89,,
ALA-20240928218,Kelechi,,Chukwu,M,2009-05-25,2024-09-28,10,Arts,85.8,1,0,Lower Middle,1-2 Hours,0-1 Hour,2,Yes,No,Doctor,Mechanic,87,,,64,,,100,,,,49,,,46,93,100,,100
ALA-20240803219,Ogechi,Abdul,Hassan,F,2010-10-20,2024-08-03,10,Science,93.9,0,0,Low,1-2 Hours,1-2 Hours,2,Yes,No,Pharmacist,Engineer,80,78,,,100,,,100,100,94,,69,,100,,100,,
ALA-20240715220,Chinwe,,Onwuka,F,2010-11-17,2024-07-15,10,Arts,91.0,0,0,Lower Middle,0-1 Hour,0-1 Hour,1,Yes,No,Contractor,Lawyer,88,,72,100,,,100,,,,43,,100,41,89,44,,32
ALA-20240823221,Uche,Oluwafemi,Obasanjo,M,2009-10-25,2024-08-23,10,Arts,87.9,0,0,Low,2-3 Hours,1-2 Hours,2,Yes,No,At home,Plumber,87,,100,46,,100,100,,,,59,,,24,100,100,,100
ALA-20240910222,Nneka,Folake,Okafor,F,2009-12-28,2024-09-10,10,Science,92.9,2,0,Upper Middle,2-3 Hours,2-3 Hours,1,Yes,No,Artist,Business Owner,84,47,,,41,,,100,72,100,,41,,47,,49,,
ALA-20240926223,Mohammed,Emeka,Ogunleye,M,2008-05-20,2024-09-26,10,Arts,82.6,0,0,Upper Middle,2-3 Hours,1-2 Hours,1,Yes,No,Restaurant Owner,Artist,41,,,29,,,49,,,,43,,,36,69,100,,66
ALA-20240824224,Ebele,,Ogunleye,F,2009-09-17,2024-08-24,10,Science,85.5,1,0,Lower Middle,2-3 Hours,0-1 Hour,2,Yes,No,Sales Representative,Pastor/Imam,95,79,,,49,,,100,100,100,,44,,52,,92,,
ALA-20240812225,Bunmi,Onyeka,Adebayo,F,2009-07-13,2024-08-12,10,Science,92.4,0,0,Lower Middle,0-1 Hour,More than 3 hours,1,Yes,No,Journalist,Real Estate Agent,57,82,,,100,,,100,76,47,,100,,62,,85,,
ALA-20240803226,Temitayo,Chinwe,Okoye,F,2011-07-26,2024-08-03,10,Science,85.2,0,0,Upper Middle,1-2 Hours,2-3 Hours,1,No,No,Engineer,Barber/Hairdresser,100,43,,,100,,,10,61,59,,95,,2,,79,,
